id,title,synopsis
4792,UFC 88: Breakthrough,"ufc 88: breakthrough was a mixed martial arts event held by the ultimate fighting championship (ufc) on september 6, 2008 at the philips arena in atlanta, georgia. the event was headlined by a light heavyweight bout between chuck liddell and rashad evans."
4793,UFC 87: Seek and Destroy,"ufc 87: seek and destroy was a mixed martial arts event held by the ultimate fighting championship on august 9, 2008, at the target center in minneapolis, minnesota. the card was headlined by a welterweight championship bout between champion georges st. pierre and challenger jon fitch."
4794,UFC 86: Jackson vs. Griffin,"ufc 86: jackson vs. griffin was a mixed martial arts event held by the ultimate fighting championship (ufc) on july 5, 2008, at the mandalay bay events center in las vegas, nevada. the title bout between quinton ""rampage"" jackson and forrest griffin, coaches on the ultimate fighter: team rampage vs. team forrest, was for jackson's ufc light heavyweight championship."
4822,UFC 85: Bedlam,"ufc 85: bedlam was a mixed martial arts event held by the ultimate fighting championship (ufc), on june 7, 2008 at the o2 arena in london, england. former two-time ufc® welterweight champion matt hughes begins his run for an unprecedented third title against a young gun eager to take his place near the top of the 170-pound ladder in brazilian slugger thiago “pitbull” alves."
4823,UFC 84: Ill Will,"ufc 84: ill will was a mixed martial arts event held by the ultimate fighting championship (ufc) on may 24, 2008, at the mgm grand garden arena in las vegas, nevada. the card featured the return of sean sherk, who was suspended and stripped of his ufc lightweight title after he tested for steroids at ufc 73. he faced b.j. penn, who had since won the vacated title."
4824,UFC 83: Serra vs St-Pierre 2,"ufc 83: serra vs st-pierre 2 was a mixed martial arts event held by the ultimate fighting championship. the event was held on april 19, 2008, at the bell centre in montreal, quebec, canada. ufc 83 was the ufc's first event in canada. it was headlined by ufc welterweight champion matt serra and ufc interim welterweight champion georges st. pierre in a match to unify the championship."
4825,UFC 82: Pride of a Champion,"ufc 82: pride of a champion was a mixed martial arts (mma) event that took place on 1st march, 2008 at the nationwide arena in columbus, ohio. the main event was a ufc &amp; pride fc middleweight title unification match between ufc middleweight champion anderson silva and pride fc welterweight champion dan henderson."
4826,UFC 81: Breaking Point,"ufc 81: breaking point was a mixed martial arts (mma) event held by the ultimate fighting championship (ufc) at the mandalay bay events center in las vegas, nevada. the event featured tim sylvia and antonio rodrigo ""minotauro"" nogueira for ufc's interim world heavyweight championship."
4827,UFC 80: Rapid Fire,"ufc 80: rapid fire was a mixed martial arts (mma) event held by the ultimate fighting championship (ufc), that took place on january 19, 2008 at the metro radio arena in newcastle, england. sean sherk was originally slated to fight but tested positive for steroids. with the lightweight championship vacated, the penn-stevenson bout was altered to be for the undisputed championship."
4828,UFC 79: Nemesis,"ufc 79: nemesis was a mixed martial arts (mma) event held by the ultimate fighting championship (ufc), that took place on december 29, 2007 at the mandalay bay events center in las vegas, nevada. the main events featured a fight between chuck liddell and wanderlei silva, as well as the highly anticipated rubber match between former ufc welterweight champions georges st. pierre and matt hughes."
4829,UFC 78: Validation,"ufc 78: validation was a mixed martial arts event held by the ultimate fighting championship (ufc), that took place on november 17, 2007 at the prudential center in newark, new jersey. validation was the first ufc event held in new jersey since june 4, 2005's ufc 53: heavy hitters in atlantic city."
4830,UFC 77: Hostile Territory,"ufc 77: hostile territory was a mixed martial arts event held by the ultimate fighting championship (ufc). the event took place on saturday, october 20, 2007 at the u.s. bank arena in cincinnati, ohio. the main event featured anderson silva defending his middleweight championship against rich franklin in a rematch of their october 2006 meeting at ufc 64, which silva won."
4831,UFC 76: Knockout,"ufc 76: knockout was a mixed martial arts (mma) event held by the ultimate fighting championship (ufc). the event took place on september 22, 2007 at the honda center in anaheim, california. though the event was subtitled knockout, the entire card ironically produced no knockouts."
4840,UFC 75: Champion vs. Champion,"ufc 75: champion vs. champion was a mixed martial arts (mma) event held by the ultimate fighting championship (ufc). the event was held september 8, 2007 at the o2 in london, england. the event was on setanta sports 1 in the united kingdom, tv4 sport in sweden, ppv1 in ireland, and offered on tape delay on spike tv for north american audiences."
4841,UFC 74: Respect,"ufc 74: respect was a mixed martial arts (mma) event held by the ultimate fighting championship (ufc). the event took place on august 25, 2007 at the mandalay bay events center in las vegas, nevada. the main event was a ufc heavyweight championship bout which featured ufc heavyweight champion randy couture defending his title against gabriel gonzaga."
4842,UFC 73: Stacked,"ufc 73: stacked was a mixed martial arts (mma) event held by the ultimate fighting championship (ufc). it took place on july 7, 2007 at the arco arena in sacramento, california and featured a total of nine bouts: four on the preliminary card and five on the main card. the main event was anderson silva defending the ufc middleweight championship against nathan marquardt."
4843,UFC 72: Victory,"ufc 72: victory was a mixed martial arts event held by the ultimate fighting championship. the event took place saturday, june 16, 2007 at the odyssey in belfast, northern ireland. martin kampmann was scheduled to fight rich franklin, but was forced to withdraw due to injury. yushin okami replaced kampmann in the main event."
