id,title,synopsis
1306,Becoming Jane,a biographical portrait of a pre-fame jane austen and her romance with a young irishman.
1323,How to Steal a Million,a woman must steal a statue from a paris museum to help conceal her father's art forgeries.
1325,Twelve Plus One,"mario, a young philanderer, receives 13 antique chairs in a bad state by inheritance and decides to sell off them to get some money. afterwards he gets to know that one of them contains documents worth a lot of money. so he begins an adventurous trip to regain possession of the chair. on the way he meets many strange people who would like to help or to swindle him."
1328,The Cardinal,"a young catholic priest from boston confronts bigotry, nazism, and his own personal conflicts as he rises to the office of cardinal."
1346,Young Frankenstein,"a young neurosurgeon inherits the castle of his grandfather, the famous dr. victor von frankenstein. in the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. young frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind."
1359,Intolerance: Love's Struggle Throughout the Ages,"the story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history."
1379,The Goddess,"booze, pills and loneliness mark a young actress' rise to stardom."
1380,Modern Times,the tramp struggles to live in modern industrial society with the help of a young homeless woman.
1387,Red River,"headstrong thomas dunson starts a thriving texas cattle ranch with the help of his faithful trail hand, groot, and his protégé, matthew garth, an orphan dunson took under his wing when matt was a boy. in need of money following the civil war, dunson and matt lead a cattle drive to missouri, where they will get a better price than locally, but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey."
1397,My Step Brother Frankenstein,"one day pavel, a young man wounded in the war, suddenly shows up at the home of a moscow scientist name krymov and claims to be his illegitimate son. krymov denies this, but out of compassion he helps arrange a necessary operation for pavel. then certain things begin happening which suggest to krymov that he may have a psychologically unstable fellow on his hands."
1403,A Star Is Born,"a movie star helps a young singer/actress find fame, even as age and alcoholism send his own career into a downward spiral."
1404,The Night of the Hunter,"in the deep south, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money."
1418,The Horror of Frankenstein,"tongue-in-cheek chiller about a ruthlessly sadistic student who will stop at nothing in pursuit of advancing his shocking scientific experiments. young victor frankenstein murders his own father in order to inherit his title and fortune, and drops out of school to concentrate on his unholy attempts to resurrect dead creatures."
